traceId,spanId,parentSpanId,timestamp,srcService,srcRoute,dstService,dstRoute,latency_ms
trace00003,span00020,span00015,2025-11-21T15:00:00.402000Z,inventory-service,/reserve,db-inventory,/reserveItems,40.8
trace00003,span00021,span00012,2025-11-21T15:00:00.452000Z,order-service,/createOrder,db-orders,/finalizeOrder,48.7
trace00003,span00022,span00012,2025-11-21T15:00:00.452000Z,order-service,/createOrder,db-logs,/insertOrderAudit,21.9
trace00004,span00023,,2025-11-21T15:00:00.554000Z,api-gateway,/v1/orders,order-service,/createOrder,21.7
trace00004,span00024,span00023,2025-11-21T15:00:00.576000Z,order-service,/createOrder,cart-service,/getCart,18.2
trace00004,span00025,span00023,2025-11-21T15:00:00.576000Z,order-service,/createOrder,payment-service,/authorize,27.2
trace00004,span00026,span00023,2025-11-21T15:00:00.576000Z,order-service,/createOrder,inventory-service,/reserve,41.0
trace00004,span00027,span00024,2025-11-21T15:00:00.594000Z,cart-service,/getCart,db-orders,/insertLineItems,25.3
trace00004,span00028,span00024,2025-11-21T15:00:00.594000Z,cart-service,/getCart,db-cache,/updateCartCache,12.7
trace00004,span00029,span00025,2025-11-21T15:00:00.603000Z,payment-service,/authorize,db-payments,/insertPayment,20.2
trace00004,span00030,span00025,2025-11-21T15:00:00.603000Z,payment-service,/authorize,db-logs,/insertPaymentLog,16.4
trace00004,span00031,span00026,2025-11-21T15:00:00.617000Z,inventory-service,/reserve,db-inventory,/reserveItems,20.5
trace00004,span00032,span00023,2025-11-21T15:00:00.667000Z,order-service,/createOrder,db-orders,/finalizeOrder,24.0
trace00004,span00033,span00023,2025-11-21T15:00:00.667000Z,order-service,/createOrder,db-logs,/insertOrderAudit,19.5
trace00005,span00034,,2025-11-21T15:00:00.782000Z,api-gateway,/v1/profile,profile-service,/getProfile,32.9
trace00005,span00035,span00034,2025-11-21T15:00:00.815000Z,profile-service,/getProfile,user-service,/getUser,20.3
trace00005,span00036,span00035,2025-11-21T15:00:00.835000Z,user-service,/getUser,db-users,/queryUser,36.1
trace00005,span00037,span00034,2025-11-21T15:00:00.815000Z,profile-service,/getProfile,recommendation-service,/getUserRecommendations,28.2
trace00005,span00038,span00037,2025-11-21T15:00:00.843000Z,recommendation-service,/getUserRecommendations,db-recommendation,/queryRecs,32.5
trace00005,span00039,span00037,2025-11-21T15:00:00.843000Z,recommendation-service,/getUserRecommendations,db-analytics,/updateRecStats,33.4
trace00006,span00040,,2025-11-21T15:00:00.916000Z,api-gateway,/timeline,timeline-service,/getTimeline,15.9
trace00006,span00041,span00040,2025-11-21T15:00:00.932000Z,timeline-service,/getTimeline,post-service,/getUserPosts,25.2
trace00006,span00042,span00041,2025-11-21T15:00:00.957000Z,post-service,/getUserPosts,user-service,/getUser,24.5
trace00006,span00043,span00041,2025-11-21T15:00:00.957000Z,post-service,/getUserPosts,db-logs,/insertFeedLog,9.3
trace00006,span00044,span00042,2025-11-21T15:00:00.981000Z,user-service,/getUser,db-users,/queryUser,30.7
trace00006,span00045,span00041,2025-11-21T15:00:00.957000Z,post-service,/getUserPosts,db-analytics,/updateFeedStats,28.9
trace00007,span00046,,2025-11-21T15:00:01.058000Z,api-gateway,/v1/login,auth-service,/verify,24.4
trace00007,span00047,span00046,2025-11-21T15:00:01.082000Z,auth-service,/verify,cache-service,/checkToken,5.1
trace00007,span00048,span00046,2025-11-21T15:00:01.087000Z,auth-service,/verify,user-service,/getUser,10.7
trace00007,span00049,span00048,2025-11-21T15:00:01.098000Z,user-service,/getUser,db-users,/queryUser,23.0
trace00007,span00050,span00048,2025-11-21T15:00:01.098000Z,user-service,/getUser,db-logs,/insertAuthLog,16.8
trace00008,span00051,,2025-11-21T15:00:01.127000Z,api-gateway,/v1/orders,order-service,/createOrder,25.3
trace00008,span00052,span00051,2025-11-21T15:00:01.152000Z,order-service,/createOrder,cart-service,/getCart,15.1
trace00008,span00053,span00051,2025-11-21T15:00:01.152000Z,order-service,/createOrder,payment-service,/authorize,58.0
trace00008,span00054,span00051,2025-11-21T15:00:01.152000Z,order-service,/createOrder,inventory-service,/reserve,43.4
trace00008,span00055,span00052,2025-11-21T15:00:01.167000Z,cart-service,/getCart,db-orders,/insertLineItems,22.8
trace00008,span00056,span00052,2025-11-21T15:00:01.167000Z,cart-service,/getCart,db-cache,/updateCartCache,14.4
trace00008,span00057,span00053,2025-11-21T15:00:01.210000Z,payment-service,/authorize,db-payments,/insertPayment,42.7
trace00008,span00058,span00053,2025-11-21T15:00:01.210000Z,payment-service,/authorize,db-logs,/insertPaymentLog,10.6
trace00008,span00059,span00054,2025-11-21T15:00:01.195000Z,inventory-service,/reserve,db-inventory,/reserveItems,24.7
trace00008,span00060,span00051,2025-11-21T15:00:01.260000Z,order-service,/createOrder,db-orders,/finalizeOrder,45.3
trace00008,span00061,span00051,2025-11-21T15:00:01.260000Z,order-service,/createOrder,db-logs,/insertOrderAudit,22.7
trace00009,span00062,,2025-11-21T15:00:01.359000Z,api-gateway,/timeline,timeline-service,/getTimeline,29.8
trace00009,span00063,span00062,2025-11-21T15:00:01.389000Z,timeline-service,/getTimeline,post-service,/getUserPosts,14.9
trace00009,span00064,span00063,2025-11-21T15:00:01.404000Z,post-service,/getUserPosts,user-service,/getUser,16.4
trace00009,span00065,span00063,2025-11-21T15:00:01.404000Z,post-service,/getUserPosts,db-logs,/insertFeedLog,16.9
trace00009,span00066,span00064,2025-11-21T15:00:01.420000Z,user-service,/getUser,db-users,/queryUser,53.4
trace00009,span00067,span00063,2025-11-21T15:00:01.404000Z,post-service,/getUserPosts,db-analytics,/updateFeedStats,26.9
trace00010,span00068,,2025-11-21T15:00:01.509000Z,api-gateway,/timeline,timeline-service,/getTimeline,15.0
trace00010,span00069,span00068,2025-11-21T15:00:01.524000Z,timeline-service,/getTimeline,post-service,/getUserPosts,24.9
trace00010,span00070,span00069,2025-11-21T15:00:01.549000Z,post-service,/getUserPosts,user-service,/getUser,13.3
trace00010,span00071,span00069,2025-11-21T15:00:01.549000Z,post-service,/getUserPosts,db-logs,/insertFeedLog,10.5
trace00010,span00072,span00070,2025-11-21T15:00:01.562000Z,user-service,/getUser,db-users,/queryUser,41.3
trace00010,span00073,span00069,2025-11-21T15:00:01.549000Z,post-service,/getUserPosts,db-analytics,/updateFeedStats,44.4
trace00011,span00074,,2025-11-21T15:00:01.617000Z,api-gateway,/v1/profile,profile-service,/getProfile,16.0
trace00011,span00075,span00074,2025-11-21T15:00:01.633000Z,profile-service,/getProfile,user-service,/getUser,21.0
trace00011,span00076,span00075,2025-11-21T15:00:01.654000Z,user-service,/getUser,db-users,/queryUser,49.4
trace00011,span00077,span00074,2025-11-21T15:00:01.633000Z,profile-service,/getProfile,recommendation-service,/getUserRecommendations,64.7
trace00011,span00078,span00077,2025-11-21T15:00:01.698000Z,recommendation-service,/getUserRecommendations,db-recommendation,/queryRecs,42.0
trace00011,span00079,span00077,2025-11-21T15:00:01.698000Z,recommendation-service,/getUserRecommendations,db-analytics,/updateRecStats,41.8
trace00012,span00080,,2025-11-21T15:00:01.781000Z,api-gateway,/v1/profile,profile-service,/getProfile,16.3
trace00012,span00081,span00080,2025-11-21T15:00:01.797000Z,profile-service,/getProfile,user-service,/getUser,12.1
trace00012,span00082,span00081,2025-11-21T15:00:01.809000Z,user-service,/getUser,db-users,/queryUser,39.6
trace00012,span00083,span00080,2025-11-21T15:00:01.797000Z,profile-service,/getProfile,recommendation-service,/getUserRecommendations,40.2
trace00012,span00084,span00083,2025-11-21T15:00:01.837000Z,recommendation-service,/getUserRecommendations,db-recommendation,/queryRecs,30.7
trace00012,span00085,span00083,2025-11-21T15:00:01.837000Z,recommendation-service,/getUserRecommendations,db-analytics,/updateRecStats,34.0
trace00013,span00086,,2025-11-21T15:00:01.918000Z,api-gateway,/v1/orders,order-service,/createOrder,43.8
trace00013,span00087,span00086,2025-11-21T15:00:01.962000Z,order-service,/createOrder,cart-service,/getCart,17.6
trace00013,span00088,span00086,2025-11-21T15:00:01.962000Z,order-service,/createOrder,payment-service,/authorize,50.6
trace00013,span00089,span00086,2025-11-21T15:00:01.962000Z,order-service,/createOrder,inventory-service,/reserve,33.8
trace00013,span00090,span00087,2025-11-21T15:00:01.980000Z,cart-service,/getCart,db-orders,/insertLineItems,34.6
trace00013,span00091,span00087,2025-11-21T15:00:01.980000Z,cart-service,/getCart,db-cache,/updateCartCache,8.4
trace00013,span00092,span00088,2025-11-21T15:00:02.013000Z,payment-service,/authorize,db-payments,/insertPayment,39.7
trace00013,span00093,span00088,2025-11-21T15:00:02.013000Z,payment-service,/authorize,db-logs,/insertPaymentLog,13.6
trace00013,span00094,span00089,2025-11-21T15:00:01.996000Z,inventory-service,/reserve,db-inventory,/reserveItems,30.9
trace00013,span00095,span00086,2025-11-21T15:00:02.063000Z,order-service,/createOrder,db-orders,/finalizeOrder,38.3
trace00013,span00096,span00086,2025-11-21T15:00:02.063000Z,order-service,/createOrder,db-logs,/insertOrderAudit,15.5
trace00014,span00097,,2025-11-21T15:00:02.178000Z,api-gateway,/v1/login,auth-service,/verify,10.2
trace00014,span00098,span00097,2025-11-21T15:00:02.188000Z,auth-service,/verify,cache-service,/checkToken,5.3
trace00014,span00099,span00097,2025-11-21T15:00:02.193000Z,auth-service,/verify,user-service,/getUser,8.5
trace00014,span00100,span00099,2025-11-21T15:00:02.201000Z,user-service,/getUser,db-users,/queryUser,48.2
trace00014,span00101,span00099,2025-11-21T15:00:02.201000Z,user-service,/getUser,db-logs,/insertAuthLog,15.4
trace00015,span00102,,2025-11-21T15:00:02.268000Z,api-gateway,/v1/orders,order-service,/createOrder,24.6
trace00015,span00103,span00102,2025-11-21T15:00:02.293000Z,order-service,/createOrder,cart-service,/getCart,8.5
trace00015,span00104,span00102,2025-11-21T15:00:02.293000Z,order-service,/createOrder,payment-service,/authorize,59.8
trace00015,span00105,span00102,2025-11-21T15:00:02.293000Z,order-service,/createOrder,inventory-service,/reserve,28.9
trace00015,span00106,span00103,2025-11-21T15:00:02.301000Z,cart-service,/getCart,db-orders,/insertLineItems,27.3
trace00015,span00107,span00103,2025-11-21T15:00:02.301000Z,cart-service,/getCart,db-cache,/updateCartCache,8.9
trace00015,span00108,span00104,2025-11-21T15:00:02.353000Z,payment-service,/authorize,db-payments,/insertPayment,34.9
trace00015,span00109,span00104,2025-11-21T15:00:02.353000Z,payment-service,/authorize,db-logs,/insertPaymentLog,19.8
trace00015,span00110,span00105,2025-11-21T15:00:02.322000Z,inventory-service,/reserve,db-inventory,/reserveItems,36.4
trace00015,span00111,span00102,2025-11-21T15:00:02.403000Z,order-service,/createOrder,db-orders,/finalizeOrder,24.0
trace00015,span00112,span00102,2025-11-21T15:00:02.403000Z,order-service,/createOrder,db-logs,/insertOrderAudit,19.7
trace00016,span00113,,2025-11-21T15:00:02.502000Z,api-gateway,/v1/orders,order-service,/createOrder,42.2
trace00016,span00114,span00113,2025-11-21T15:00:02.544000Z,order-service,/createOrder,cart-service,/getCart,13.6
trace00016,span00115,span00113,2025-11-21T15:00:02.544000Z,order-service,/createOrder,payment-service,/authorize,55.2
trace00016,span00116,span00113,2025-11-21T15:00:02.544000Z,order-service,/createOrder,inventory-service,/reserve,48.3
trace00016,span00117,span00114,2025-11-21T15:00:02.558000Z,cart-service,/getCart,db-orders,/insertLineItems,31.2
trace00016,span00118,span00114,2025-11-21T15:00:02.558000Z,cart-service,/getCart,db-cache,/updateCartCache,7.1
trace00016,span00119,span00115,2025-11-21T15:00:02.599000Z,payment-service,/authorize,db-payments,/insertPayment,20.1
trace00016,span00120,span00115,2025-11-21T15:00:02.599000Z,payment-service,/authorize,db-logs,/insertPaymentLog,11.4
trace00016,span00121,span00116,2025-11-21T15:00:02.592000Z,inventory-service,/reserve,db-inventory,/reserveItems,32.6
trace00016,span00122,span00113,2025-11-21T15:00:02.649000Z,order-service,/createOrder,db-orders,/finalizeOrder,25.1
trace00016,span00123,span00113,2025-11-21T15:00:02.649000Z,order-service,/createOrder,db-logs,/insertOrderAudit,11.5
trace00017,span00124,,2025-11-21T15:00:02.777000Z,api-gateway,/timeline,timeline-service,/getTimeline,20.7
trace00017,span00125,span00124,2025-11-21T15:00:02.798000Z,timeline-service,/getTimeline,post-service,/getUserPosts,26.7
trace00017,span00126,span00125,2025-11-21T15:00:02.825000Z,post-service,/getUserPosts,user-service,/getUser,22.0
trace00017,span00127,span00125,2025-11-21T15:00:02.825000Z,post-service,/getUserPosts,db-logs,/insertFeedLog,21.8
trace00017,span00128,span00126,2025-11-21T15:00:02.847000Z,user-service,/getUser,db-users,/queryUser,60.0
trace00017,span00129,span00125,2025-11-21T15:00:02.825000Z,post-service,/getUserPosts,db-analytics,/updateFeedStats,37.9
trace00018,span00130,,2025-11-21T15:00:02.945000Z,api-gateway,/timeline,timeline-service,/getTimeline,34.0
trace00018,span00131,span00130,2025-11-21T15:00:02.979000Z,timeline-service,/getTimeline,post-service,/getUserPosts,10.8
trace00018,span00132,span00131,2025-11-21T15:00:02.990000Z,post-service,/getUserPosts,user-service,/getUser,22.0
trace00018,span00133,span00131,2025-11-21T15:00:02.990000Z,post-service,/getUserPosts,db-logs,/insertFeedLog,8.0
trace00018,span00134,span00132,2025-11-21T15:00:03.012000Z,user-service,/getUser,db-users,/queryUser,57.3
trace00018,span00135,span00131,2025-11-21T15:00:02.990000Z,post-service,/getUserPosts,db-analytics,/updateFeedStats,32.0
trace00019,span00136,,2025-11-21T15:00:03.074000Z,api-gateway,/timeline,timeline-service,/getTimeline,23.9
trace00019,span00137,span00136,2025-11-21T15:00:03.098000Z,timeline-service,/getTimeline,post-service,/getUserPosts,15.1
trace00019,span00138,span00137,2025-11-21T15:00:03.113000Z,post-service,/getUserPosts,user-service,/getUser,19.7
trace00019,span00139,span00137,2025-11-21T15:00:03.113000Z,post-service,/getUserPosts,db-logs,/insertFeedLog,9.0
trace00019,span00140,span00138,2025-11-21T15:00:03.133000Z,user-service,/getUser,db-users,/queryUser,30.4
trace00019,span00141,span00137,2025-11-21T15:00:03.113000Z,post-service,/getUserPosts,db-analytics,/updateFeedStats,23.7
trace00020,span00142,,2025-11-21T15:00:03.187000Z,api-gateway,/timeline,timeline-service,/getTimeline,21.4
trace00020,span00143,span00142,2025-11-21T15:00:03.208000Z,timeline-service,/getTimeline,post-service,/getUserPosts,19.1
trace00020,span00144,span00143,2025-11-21T15:00:03.227000Z,post-service,/getUserPosts,user-service,/getUser,22.5
trace00020,span00145,span00143,2025-11-21T15:00:03.227000Z,post-service,/getUserPosts,db-logs,/insertFeedLog,17.7
trace00020,span00146,span00144,2025-11-21T15:00:03.249000Z,user-service,/getUser,db-users,/queryUser,46.1
trace00020,span00147,span00143,2025-11-21T15:00:03.227000Z,post-service,/getUserPosts,db-analytics,/updateFeedStats,42.2
trace00021,span00148,,2025-11-21T15:00:03.313000Z,api-gateway,/v1/profile,profile-service,/getProfile,21.0
trace00021,span00149,span00148,2025-11-21T15:00:03.334000Z,profile-service,/getProfile,user-service,/getUser,21.1
trace00021,span00150,span00149,2025-11-21T15:00:03.355000Z,user-service,/getUser,db-users,/queryUser,19.5
trace00021,span00151,span00148,2025-11-21T15:00:03.334000Z,profile-service,/getProfile,recommendation-service,/getUserRecommendations,53.2
trace00021,span00152,span00151,2025-11-21T15:00:03.387000Z,recommendation-service,/getUserRecommendations,db-recommendation,/queryRecs,28.2
trace00021,span00153,span00151,2025-11-21T15:00:03.387000Z,recommendation-service,/getUserRecommendations,db-analytics,/updateRecStats,41.2
trace00022,span00154,,2025-11-21T15:00:03.487000Z,api-gateway,/timeline,timeline-service,/getTimeline,31.2
trace00022,span00155,span00154,2025-11-21T15:00:03.518000Z,timeline-service,/getTimeline,post-service,/getUserPosts,18.2
trace00022,span00156,span00155,2025-11-21T15:00:03.536000Z,post-service,/getUserPosts,user-service,/getUser,18.5
trace00022,span00157,span00155,2025-11-21T15:00:03.536000Z,post-service,/getUserPosts,db-logs,/insertFeedLog,8.3
trace00022,span00158,span00156,2025-11-21T15:00:03.554000Z,user-service,/getUser,db-users,/queryUser,27.3
trace00022,span00159,span00155,2025-11-21T15:00:03.536000Z,post-service,/getUserPosts,db-analytics,/updateFeedStats,33.8
trace00023,span00160,,2025-11-21T15:00:03.624000Z,api-gateway,/timeline,timeline-service,/getTimeline,27.5
trace00023,span00161,span00160,2025-11-21T15:00:03.652000Z,timeline-service,/getTimeline,post-service,/getUserPosts,26.8
trace00023,span00162,span00161,2025-11-21T15:00:03.679000Z,post-service,/getUserPosts,user-service,/getUser,26.5
trace00023,span00163,span00161,2025-11-21T15:00:03.679000Z,post-service,/getUserPosts,db-logs,/insertFeedLog,20.5
trace00023,span00164,span00162,2025-11-21T15:00:03.705000Z,user-service,/getUser,db-users,/queryUser,36.9
trace00023,span00165,span00161,2025-11-21T15:00:03.679000Z,post-service,/getUserPosts,db-analytics,/updateFeedStats,23.7
trace00024,span00166,,2025-11-21T15:00:03.784000Z,api-gateway,/timeline,timeline-service,/getTimeline,32.0
trace00024,span00167,span00166,2025-11-21T15:00:03.816000Z,timeline-service,/getTimeline,post-service,/getUserPosts,17.3
trace00024,span00168,span00167,2025-11-21T15:00:03.833000Z,post-service,/getUserPosts,user-service,/getUser,17.2
trace00024,span00169,span00167,2025-11-21T15:00:03.833000Z,post-service,/getUserPosts,db-logs,/insertFeedLog,17.2
trace00024,span00170,span00168,2025-11-21T15:00:03.850000Z,user-service,/getUser,db-users,/queryUser,35.5
trace00024,span00171,span00167,2025-11-21T15:00:03.833000Z,post-service,/getUserPosts,db-analytics,/updateFeedStats,38.2
trace00025,span00172,,2025-11-21T15:00:03.905000Z,api-gateway,/v1/login,auth-service,/verify,19.3
trace00025,span00173,span00172,2025-11-21T15:00:03.924000Z,auth-service,/verify,cache-service,/checkToken,4.0
trace00025,span00174,span00172,2025-11-21T15:00:03.928000Z,auth-service,/verify,user-service,/getUser,15.4
trace00025,span00175,span00174,2025-11-21T15:00:03.943000Z,user-service,/getUser,db-users,/queryUser,37.0
trace00025,span00176,span00174,2025-11-21T15:00:03.943000Z,user-service,/getUser,db-logs,/insertAuthLog,17.3
trace00026,span00177,,2025-11-21T15:00:03.998000Z,api-gateway,/v1/orders,order-service,/createOrder,24.9
trace00026,span00178,span00177,2025-11-21T15:00:04.023000Z,order-service,/createOrder,cart-service,/getCart,18.4
trace00026,span00179,span00177,2025-11-21T15:00:04.023000Z,order-service,/createOrder,payment-service,/authorize,48.1
trace00026,span00180,span00177,2025-11-21T15:00:04.023000Z,order-service,/createOrder,inventory-service,/reserve,35.7
trace00026,span00181,span00178,2025-11-21T15:00:04.041000Z,cart-service,/getCart,db-orders,/insertLineItems,21.0
trace00026,span00182,span00178,2025-11-21T15:00:04.041000Z,cart-service,/getCart,db-cache,/updateCartCache,14.1
trace00026,span00183,span00179,2025-11-21T15:00:04.071000Z,payment-service,/authorize,db-payments,/insertPayment,36.4
trace00026,span00184,span00179,2025-11-21T15:00:04.071000Z,payment-service,/authorize,db-logs,/insertPaymentLog,11.6
trace00026,span00185,span00180,2025-11-21T15:00:04.059000Z,inventory-service,/reserve,db-inventory,/reserveItems,35.0
trace00026,span00186,span00177,2025-11-21T15:00:04.121000Z,order-service,/createOrder,db-orders,/finalizeOrder,25.6
trace00026,span00187,span00177,2025-11-21T15:00:04.121000Z,order-service,/createOrder,db-logs,/insertOrderAudit,24.5
trace00027,span00188,,2025-11-21T15:00:04.247000Z,api-gateway,/timeline,timeline-service,/getTimeline,36.4
trace00027,span00189,span00188,2025-11-21T15:00:04.283000Z,timeline-service,/getTimeline,post-service,/getUserPosts,19.4
trace00027,span00190,span00189,2025-11-21T15:00:04.302000Z,post-service,/getUserPosts,user-service,/getUser,13.9
trace00027,span00191,span00189,2025-11-21T15:00:04.302000Z,post-service,/getUserPosts,db-logs,/insertFeedLog,12.8
trace00027,span00192,span00190,2025-11-21T15:00:04.316000Z,user-service,/getUser,db-users,/queryUser,31.0
trace00027,span00193,span00189,2025-11-21T15:00:04.302000Z,post-service,/getUserPosts,db-analytics,/updateFeedStats,39.0
trace00028,span00194,,2025-11-21T15:00:04.368000Z,api-gateway,/v1/orders,order-service,/createOrder,38.6
trace00028,span00195,span00194,2025-11-21T15:00:04.407000Z,order-service,/createOrder,cart-service,/getCart,19.5
trace00028,span00196,span00194,2025-11-21T15:00:04.407000Z,order-service,/createOrder,payment-service,/authorize,44.0
trace00028,span00197,span00194,2025-11-21T15:00:04.407000Z,order-service,/createOrder,inventory-service,/reserve,40.7
trace00028,span00198,span00195,2025-11-21T15:00:04.427000Z,cart-service,/getCart,db-orders,/insertLineItems,25.0
trace00028,span00199,span00195,2025-11-21T15:00:04.427000Z,cart-service,/getCart,db-cache,/updateCartCache,7.4
trace00028,span00200,span00196,2025-11-21T15:00:04.451000Z,payment-service,/authorize,db-payments,/insertPayment,24.7
trace00028,span00201,span00196,2025-11-21T15:00:04.451000Z,payment-service,/authorize,db-logs,/insertPaymentLog,10.5
trace00028,span00202,span00197,2025-11-21T15:00:04.448000Z,inventory-service,/reserve,db-inventory,/reserveItems,30.9
trace00028,span00203,span00194,2025-11-21T15:00:04.501000Z,order-service,/createOrder,db-orders,/finalizeOrder,28.2
trace00028,span00204,span00194,2025-11-21T15:00:04.501000Z,order-service,/createOrder,db-logs,/insertOrderAudit,23.8
trace00029,span00205,,2025-11-21T15:00:04.612000Z,api-gateway,/v1/login,auth-service,/verify,29.8
trace00029,span00206,span00205,2025-11-21T15:00:04.642000Z,auth-service,/verify,cache-service,/checkToken,6.1
trace00029,span00207,span00205,2025-11-21T15:00:04.648000Z,auth-service,/verify,user-service,/getUser,8.1
trace00029,span00208,span00207,2025-11-21T15:00:04.656000Z,user-service,/getUser,db-users,/queryUser,27.3
trace00029,span00209,span00207,2025-11-21T15:00:04.656000Z,user-service,/getUser,db-logs,/insertAuthLog,23.3
trace00030,span00210,,2025-11-21T15:00:04.693000Z,api-gateway,/timeline,timeline-service,/getTimeline,28.8
trace00030,span00211,span00210,2025-11-21T15:00:04.722000Z,timeline-service,/getTimeline,post-service,/getUserPosts,14.1
trace00030,span00212,span00211,2025-11-21T15:00:04.736000Z,post-service,/getUserPosts,user-service,/getUser,13.6
trace00030,span00213,span00211,2025-11-21T15:00:04.736000Z,post-service,/getUserPosts,db-logs,/insertFeedLog,19.8
trace00030,span00214,span00212,2025-11-21T15:00:04.750000Z,user-service,/getUser,db-users,/queryUser,24.3
trace00030,span00215,span00211,2025-11-21T15:00:04.736000Z,post-service,/getUserPosts,db-analytics,/updateFeedStats,18.1
trace00031,span00216,,2025-11-21T15:00:04.810000Z,api-gateway,/v1/profile,profile-service,/getProfile,18.8
trace00031,span00217,span00216,2025-11-21T15:00:04.829000Z,profile-service,/getProfile,user-service,/getUser,15.4
trace00031,span00218,span00217,2025-11-21T15:00:04.844000Z,user-service,/getUser,db-users,/queryUser,35.6
trace00031,span00219,span00216,2025-11-21T15:00:04.829000Z,profile-service,/getProfile,recommendation-service,/getUserRecommendations,26.6
trace00031,span00220,span00219,2025-11-21T15:00:04.856000Z,recommendation-service,/getUserRecommendations,db-recommendation,/queryRecs,56.4
trace00031,span00221,span00219,2025-11-21T15:00:04.856000Z,recommendation-service,/getUserRecommendations,db-analytics,/updateRecStats,41.6
trace00032,span00222,,2025-11-21T15:00:04.950000Z,api-gateway,/v1/orders,order-service,/createOrder,35.4
trace00032,span00223,span00222,2025-11-21T15:00:04.985000Z,order-service,/createOrder,cart-service,/getCart,18.8
trace00032,span00224,span00222,2025-11-21T15:00:04.985000Z,order-service,/createOrder,payment-service,/authorize,57.1
trace00032,span00225,span00222,2025-11-21T15:00:04.985000Z,order-service,/createOrder,inventory-service,/reserve,41.3
trace00032,span00226,span00223,2025-11-21T15:00:05.004000Z,cart-service,/getCart,db-orders,/insertLineItems,35.0
trace00032,span00227,span00223,2025-11-21T15:00:05.004000Z,cart-service,/getCart,db-cache,/updateCartCache,8.0
trace00032,span00228,span00224,2025-11-21T15:00:05.042000Z,payment-service,/authorize,db-payments,/insertPayment,15.6
trace00032,span00229,span00224,2025-11-21T15:00:05.042000Z,payment-service,/authorize,db-logs,/insertPaymentLog,29.9
trace00032,span00230,span00225,2025-11-21T15:00:05.026000Z,inventory-service,/reserve,db-inventory,/reserveItems,18.3
trace00032,span00231,span00222,2025-11-21T15:00:05.092000Z,order-service,/createOrder,db-orders,/finalizeOrder,33.1
trace00032,span00232,span00222,2025-11-21T15:00:05.092000Z,order-service,/createOrder,db-logs,/insertOrderAudit,16.2
trace00033,span00233,,2025-11-21T15:00:05.178000Z,api-gateway,/v1/login,auth-service,/verify,18.8
trace00033,span00234,span00233,2025-11-21T15:00:05.197000Z,auth-service,/verify,cache-service,/checkToken,6.3
trace00033,span00235,span00233,2025-11-21T15:00:05.203000Z,auth-service,/verify,user-service,/getUser,9.9
trace00033,span00236,span00235,2025-11-21T15:00:05.213000Z,user-service,/getUser,db-users,/queryUser,49.2
trace00033,span00237,span00235,2025-11-21T15:00:05.213000Z,user-service,/getUser,db-logs,/insertAuthLog,26.8
trace00034,span00238,,2025-11-21T15:00:05.274000Z,api-gateway,/v1/profile,profile-service,/getProfile,27.4
trace00034,span00239,span00238,2025-11-21T15:00:05.301000Z,profile-service,/getProfile,user-service,/getUser,10.8
trace00034,span00240,span00239,2025-11-21T15:00:05.312000Z,user-service,/getUser,db-users,/queryUser,28.5
trace00034,span00241,span00238,2025-11-21T15:00:05.301000Z,profile-service,/getProfile,recommendation-service,/getUserRecommendations,43.1
